032ce3dd0d;75;alle;21,20,16,44,34,4,18,49,11,45,39,41,17
974bb5794d;76;alle;39,21,11,34,44,20,51
32968daf3a;77;alle;5,1,33,16,28,26,43
7a5a6570f9;78;alle;31,47,7,42,33,6,43,10
b071c02a45;80;alle;15,8,12,34,39,45,16
0dd8e158ea;81;alle;15,2,12,34,21,39,8,11,44,4,22,40,41,51,18,20,38,16,3,17,36,27,48
3fc0d4869a;81;alle;15,2,12,34,21,39,8,11,44,4,22,40,41,51,18,20,38,16,3,17,36,27,48
5ac9b81aae;82;alle;7,42,31,10,6,47,33,43
d26788e446;83;laege;11,4,21,39,5,38,24
f3bb303140;84;alle;42,47,10,7,31,6,33,43
a5eaea5b85;85;alle;15,12,8,22,2,40,17
9032bd315e;86;alle;12,15,8,17,2,22,40
ec96419118;87;alle;41,20,4,21,18,44,11,34,16,5
7e3edad747;89;alle;31,47,42,10,7,6,33,43
61f534b0ca;90;laege;15,2,23,24,52,25,4,8,21
e2d5eab141;91;alle;28,26,46,33,13,48,43,29,10,31,14,6
7379b0be92;92;alle;8,39,11,21,15,16,4
2510c48ce6;93;alle;26,28,6,13,43,33,31
3838d51f1f;94;alle;18,16,3,34,21,41,51,11,4
083b8d4a37;95;alle;8,21,39,11,34,45,4,19,20,44,15,2,16
c3905f57c9;96;alle;20,12,22,18,21,2,16
0114f962dd;97;alle;16,18,26,6,3,22,33
66090be922;98;laege;38,5,21,4,11,34,39,51,50
9790cd7ff2;99;alle;16,4,11,51,44,18,45,34,14,46
3c6b879510;100;alle;11,34,25,39,23,15,44,21,12
aec58b0ff6;101;alle;21,20,44,16,41,18,34,4,11,3
2ff3b02bbc;102;alle;39,18,34,51,21,20,45,11,44,4
4c634addce;103;alle;14,29,48,9,46,32,49,30
e6cfe73c39;104;alle;39,21,11,16,15,18,20,4
035a6aa76a;105;alle;4,45,34,19,3,11,16,51
40913a0d51;106;alle;29,14,27,51,18,32,48,3,1
e0e0b86a15;108;alle;26,43,34,6,10,47,28
5cc74d578e;109;alle;31,7,42,47,10,6,33,43
7944ec1d23;110;alle;12,15,2,22,8,17,40
2fd02166bd;111;alle;8,17,1,20,18,22,21
36641f9fca;112;alle;15,2,8,34,21,11,20,44,4,45,16,39
485482a210;112;alle;15,2,8,34,21,11,20,44,4,45,16,39
07b2d54f70;113;alle;26,28,13,44,33,6,4,14,20
6ca372f9f2;114;alle;43,33,6,31,28,26,10
73a7072798;115;alle;16,21,20,44,39,17,11
34f67496ae;116;alle;11,16,20,21,51,34,44,39
78570860dd;117;alle;12,2,15,40,8,17,22
dc2ce72d87;118;alle;13,28,48,11,21,2,12
8bc4f7f3b9;119;alle;20,21,34,11,39,44,16,45,19,18
68fa2be4ea;120;alle;28,26,50,13,9,6,48
f97e413573;121;alle;7,10,31,42,47,6,2,15,5,11,4
beba058e4a;122;alle;11,21,39,34,20,4,44,45,3,16,51,18,49
8b265f450f;123;alle;4,39,34,11,41,52,25
b756dc07d5;124;alle;44,20,18,3,4,21,39,51,11,19,17
58419547d0;125;alle;19,4,3,20,51,44,16,18,41,21,45,39,49,11,27,34,36
30c546dfb4;126;laege;32,20,14,29,39,5,24
667ca9dec2;127;alle;8,22,12,40,2,17,15,18,9
75369b7e12;128;alle;31,7,10,42,6,43,33
0c8d5f83fe;130;laege;52,25,24,23,38,22,5
21d833d034;131;alle;26,6,28,43,31,33,13
12de74146e;132;alle;26,28,13,48,29,15,9
03d250e2d2;133;alle;6,43,33,31,10,26,28
5d62a50899;134;alle;39,19,11,16,49,44,51
9d35b04259;135;alle;46,48,28,26,6,31,10,32,13,37
e00b4c960d;136;alle;44,18,51,11,3,41,16
2ba8b42d63;137;alle;21,3,11,12,18,17,16,48,44
a13b8d7cb3;138;alle;14,48,46,29,30,13,32,49,45,37
ab17a8a1c0;139;alle;34,16,11,4,14,21,28
0b22a460a4;140;alle;21,18,39,20,11,34,16
3f65a8b32b;141;laege;38,52,5,11,23,24,4,3,39
6bccf80a8b;142;laege;24,23,25,52,39,38,21,11,4,50,45
796519e070;143;alle;7,47,42,31,10,6,43
2ca3fac3dc;144;alle;4,44,16,21,11,34,3,51,41
23d323934a;145;alle;39,21,4,34,11,3,16,15,36
011c1f6d65;146;laege;52,25,11,34,5,4,39
d1fadee32b;147;alle;5,29,38,1,14,4,11
ab7d843b47;147;alle;5,29,38,1,14,4,11
0d7caba176;148;alle;12,15,2,8,22,17,40
a4bc0731fa;148;alle;12,15,2,8,22,17,40
939950ff33;149;alle;42,10,7,6,31,47,43
2355fdd221;149;alle;42,10,7,6,31,47,43
f2871ab663;149;alle;42,10,7,6,31,47,43
406c42b2e0;150;alle;47,7,10,33,31,42,6
edefff4b61;152;alle;4,19,39,38,11,20,21,34,44
63c2956cee;153;alle;3,12,44,15,16,2,26
1d5613c7dc;154;laege;4,21,24,25,23,38,52
1bdef10358;155;alle;31,6,33,43,10,42,26
66bb9f22a4;156;laege;4,23,52,11,25,16,34,24
0242790155;157;alle;12,15,17,8,22,2,39
580080fdfd;157;alle;12,15,17,8,22,2,39
069cbdd9a1;158;alle;48,14,30,46,32,16,49,37,13,18,39,29,27
5a82819fa0;158;alle;48,14,30,46,32,16,49,37,13,18,39,29,27
052f19876c;160;laege;21,24,23,52,25,50,39,38,5,11
4bf81f77fa;160;laege;21,24,23,52,25,50,39,38,5,11
8dd223f5db;160;laege;21,24,23,52,25,50,39,38,5,11
9a31e2cddd;161;alle;18,16,20,3,17,8,9,22,40,44,45,4
7148779a4c;162;alle;18,14,11,9,39,43,46
1c85599aff;163;alle;11,45,21,39,49,18,44
5b532f0c3a;164;alle;11,45,21,39,49,18,44
6f64134567;165;alle;39,11,21,4,34,16,8
d5c1f5a2ab;165;alle;39,11,21,4,34,16,8
b594ddbed6;165;alle;39,11,21,4,34,16,8
5953d12c0c;166;alle;4,11,39,21,45,44,20,34,16,19,49,18
da6dc31975;167;alle;31,6,10,42,33,43,26,47,28,7
e023d0fdf1;167;alle;31,6,10,42,33,43,26,47,28,7
e51e77eb64;168;alle;48,29,39,18,46,34,7,4,44,11,35,8
79b2bd3fd8;169;alle;39,21,20,34,45,44,51
57d337394d;170;alle;39,21,11,4,19,25,52,34
a65ccc9d1a;171;alle;28,26,13,9,50,14,46
